"activityType","startTimestamp","endTimestamp","kilometers","hours","speed","timeOfDay","weekday","weekOfYear","month"
"CYCLING",2022-05-11 18:36:47,2022-05-11 19:09:19,3.6532725874942,0.542222222222222,6.73759288677208,"Afternoon","Wednesday",19,"May"
"CYCLING",2022-05-11 19:34:53,2022-05-11 20:10:21,5.30149862111489,0.591111111111111,8.96870067481843,"Evening","Wednesday",19,"May"
"CYCLING",2022-05-12 13:40:18,2022-05-12 14:09:07,5.86489911097821,0.480277777777778,12.211472989891,"Afternoon","Thursday",19,"May"
"CYCLING",2022-05-12 18:42:38,2022-05-12 20:02:48,14.1026348407454,1.33611111111111,10.554986575194,"Afternoon","Thursday",19,"May"
"CYCLING",2022-05-13 13:38:11,2022-05-13 13:58:29,5.42441328552496,0.338333333333333,16.0327486271674,"Afternoon","Friday",19,"May"
"CYCLING",2022-05-13 19:44:01,2022-05-13 20:12:21,6.00704518739265,0.472222222222222,12.7208015733021,"Evening","Friday",19,"May"
"CYCLING",2022-05-14 09:36:27,2022-05-14 09:51:58,3.68206708699302,0.258611111111111,14.2378533976099,"Morning","Saturday",20,"May"
"CYCLING",2022-05-14 19:11:36,2022-05-14 19:29:03,3.79177691654155,0.290833333333333,13.037628366332,"Evening","Saturday",20,"May"
"CYCLING",2022-05-14 19:38:55,2022-05-14 19:43:16,0.702738379180126,0.0725,9.69294316110519,"Evening","Saturday",20,"May"
"CYCLING",2022-05-15 15:21:41,2022-05-15 15:37:58,3.99671473636005,0.271388888888889,14.7268915567003,"Afternoon","Sunday",20,"May"
"CYCLING",2022-05-15 15:52:10,2022-05-15 15:58:27,1.82423247248694,0.104722222222222,17.4197265277267,"Afternoon","Sunday",20,"May"
"CYCLING",2022-05-15 20:18:08,2022-05-15 20:25:17,1.75343281573329,0.119166666666667,14.714121530629,"Evening","Sunday",20,"May"
"CYCLING",2022-05-15 20:50:38,2022-05-15 21:17:21,6.83715977679493,0.445277777777778,15.3548192117665,"Evening","Sunday",20,"May"
"CYCLING",2022-05-16 11:49:16,2022-05-16 12:10:24,5.14798567841701,0.352222222222222,14.6157322100168,"Morning","Monday",20,"May"
"CYCLING",2022-05-16 14:27:55,2022-05-16 14:44:28,1.8780548589746,0.275833333333333,6.80865809900156,"Afternoon","Monday",20,"May"
"CYCLING",2022-05-16 16:54:08,2022-05-16 17:36:13,3.70601629089313,0.701388888888889,5.28382520681793,"Afternoon","Monday",20,"May"
"CYCLING",2022-05-16 17:49:55,2022-05-16 18:42:34,10.1384061073536,0.8775,11.5537391536793,"Afternoon","Monday",20,"May"
"CYCLING",2022-05-17 13:15:39,2022-05-17 13:43:47,6.35646742178223,0.468888888888889,13.5564471080664,"Afternoon","Tuesday",20,"May"
"CYCLING",2022-05-17 14:15:30,2022-05-17 14:22:08,1.33124416724239,0.110555555555556,12.0414045278206,"Afternoon","Tuesday",20,"May"
"CYCLING",2022-05-17 15:06:02,2022-05-17 15:18:25,1.90262276483482,0.206388888888889,9.21862981615792,"Afternoon","Tuesday",20,"May"
"CYCLING",2022-05-17 18:48:27,2022-05-17 19:21:19,8.00738709720138,0.547777777777778,14.6179480476293,"Afternoon","Tuesday",20,"May"
"CYCLING",2022-05-18 09:04:14,2022-05-18 09:06:25,0.671804043377821,0.0363888888888889,18.4617905050393,"Morning","Wednesday",20,"May"
"CYCLING",2022-05-18 09:16:34,2022-05-18 09:44:32,7.32675768448702,0.466111111111111,15.7189080239292,"Morning","Wednesday",20,"May"
"CYCLING",2022-05-18 16:37:02,2022-05-18 16:49:12,3.45378702123124,0.202777777777778,17.0323743512773,"Afternoon","Wednesday",20,"May"
"CYCLING",2022-05-18 19:29:02,2022-05-18 19:59:40,7.24830069609901,0.510555555555556,14.1968892850688,"Evening","Wednesday",20,"May"
"CYCLING",2022-05-19 11:35:41,2022-05-19 12:06:19,7.67906830678488,0.510555555555556,15.0406125704165,"Morning","Thursday",20,"May"
"CYCLING",2022-05-19 19:31:46,2022-05-19 19:52:04,4.73562124948281,0.338333333333333,13.9969100969935,"Evening","Thursday",20,"May"
"CYCLING",2022-05-19 19:58:11,2022-05-19 20:18:32,0.778417000824854,0.339166666666667,2.29508698031898,"Evening","Thursday",20,"May"
"CYCLING",2022-05-21 12:47:22,2022-05-21 13:42:43,7.64369716275243,0.9225,8.28585058292946,"Morning","Saturday",21,"May"
"CYCLING",2022-05-21 15:12:50,2022-05-21 15:35:36,5.66776834149672,0.379444444444444,14.9370175910602,"Afternoon","Saturday",21,"May"
"CYCLING",2022-05-21 16:10:28,2022-05-21 16:14:50,0.645390715395166,0.0727777777777778,8.86796402833052,"Afternoon","Saturday",21,"May"
"CYCLING",2022-05-21 20:00:06,2022-05-21 20:19:35,4.36944430890492,0.324722222222222,13.455944834951,"Evening","Saturday",21,"May"
"CYCLING",2022-05-22 01:20:29,2022-05-22 01:42:37,5.27850824027671,0.368888888888889,14.3092090850875,"Night","Sunday",21,"May"
"CYCLING",2022-05-22 20:31:39,2022-05-22 20:42:05,1.7697038631017,0.173888888888889,10.1772107143229,"Evening","Sunday",21,"May"
"CYCLING",2022-05-22 20:50:35,2022-05-22 21:31:42,5.24583331961055,0.685277777777778,7.65504659529711,"Evening","Sunday",21,"May"
